mf_inputs,mf_output,lb_rmse,score,coverage_topK,rules_to_target,coverage_at_target,cum_cov_all
"(8, 4, 7, 3)",3.0,0.0,229.58164357542444,97.58308157099702,39.0,78.95266868076538,97.58308157099702
"(6, 8, 7, 8)",5.0,0.0,230.83856175960904,95.26686807653577,60.0,78.14702920443105,95.26686807653577
"(9, 8, 6, 8)",9.0,0.0,229.24335668542935,93.85699899295066,75.0,78.147029204431,93.85699899295066
"(3, 9, 8, 4)",9.0,0.0,229.94901602727987,97.07955689828802,44.0,78.4491440080564,97.07955689828802
"(5, 7, 6, 9)",3.0,0.0,229.62220230968344,96.3746223564955,53.0,78.24773413897286,96.3746223564955
"(3, 3, 5, 8)",4.0,0.0,218.67837636536467,98.79154078549847,28.0,78.3484390735146,98.79154078549847
"(8, 3, 3, 4)",6.0,0.0,185.84997935927666,98.48942598187318,25.0,79.35548841893254,98.48942598187318
"(5, 6, 6, 3)",6.0,0.0,225.82139890284566,97.68378650553878,28.0,78.4491440080564,97.68378650553878
"(7, 8, 8, 7)",9.0,0.0,231.28778384932997,94.86404833836868,68.0,78.44914400805648,94.86404833836868
"(7, 8, 7, 3)",3.0,0.0,231.1661456779478,96.57603222557903,51.0,78.24773413897279,96.57603222557903
"(6, 9, 7, 6)",8.0,0.0,229.3806499695914,95.0654582074522,53.0,78.4491440080564,95.0654582074522
"(7, 3, 3, 5)",8.0,0.0,179.24131693738522,98.6908358509567,25.0,78.75125881168177,98.6908358509567
"(8, 8, 5, 4)",7.0,0.0,230.66993969185023,96.77744209466269,49.0,78.34843907351461,96.77744209466269
"(9, 5, 7, 5)",9.0,0.0,229.9489756802663,96.27391742195368,57.0,78.34843907351458,96.27391742195368
"(6, 4, 4, 7)",5.0,0.0,212.6679034652406,97.68378650553879,31.0,78.95266868076537,97.68378650553879
"(3, 9, 9, 9)",3.0,0.0,233.90981901887537,95.77039274924472,67.0,78.14702920443105,95.77039274924472
"(9, 5, 3, 5)",4.0,0.0,227.534795036318,97.88519637462244,38.0,78.75125881168178,97.88519637462244
